compound_id,canonical_smiles,measured_solubility_logs,molecular_weight,logp,tpsa,hbd,hba,rotatable_bonds,ring_count,heavy_atom_count,num_aromatic_rings,num_aliphatic_rings,num_heteroatoms,fraction_csp3,molar_refractivity,ro5_violations,ro5_compliant
"2,4-Dimethyl-3-pentanone",CC(C)C(=O)C(C)C,-1.3,114.188,1.8675,17.07,0,1,2,0,8,0,0,1,0.8571,34.683,0,True
5-(3-Methyl-2-butenyl)-5-isoPrbarbital,CC(C)=CCC1(C(C)C)C(=O)NC(=O)NC1=O,-2.593,238.287,1.3511,75.27,2,3,3,1,17,0,1,5,0.5833,63.0004,0,True
gentisin,COC1=CC2OC3C=CC(O)=CC3C(=O)C2C(O)=C1,-2.943,262.261,1.5528,75.99,2,5,1,3,19,0,3,5,0.3571,66.3036,0,True
Caffeine,Cn1c(=O)c2c(ncn2C)n(C)c1=O,-0.8759999999999999,194.194,-1.0293,61.82,0,3,0,2,14,2,0,6,0.375,51.196,0,True
Spironolactone,CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,-4.173,416.583,4.8523,60.44,0,5,1,5,29,0,5,5,0.7917,112.21,0,True
"3,4-Dimethylphenol",Cc1ccc(O)cc1C,-1.38,122.167,2.009,20.23,1,1,0,1,9,1,0,1,0.25,37.5808,0,True
Diphenyl ether ,c1ccc(Oc2ccccc2)cc1,-3.96,170.211,3.4789,9.23,0,1,2,2,13,2,0,1,0.0,52.958,0,True
"2,2',4,4',5,5'-PCB",Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,-8.56,360.882,7.274,0.0,0,0,1,2,18,2,0,6,0.0,81.938,1,True
nicotinamide,NC(=O)c1cccnc1,0.61,122.127,0.1805,55.98,1,2,1,1,9,1,0,3,0.0,32.7549,0,True
Thiophenol ,Sc1ccccc1,-2.12,110.181,1.9753,0.0,1,1,0,1,7,1,0,1,0.0,33.694,0,True
XMC,CNC(=O)Oc1cc(C)cc(C)c1,-2.5810000000000004,179.219,2.0216,38.33,1,2,1,1,13,1,0,3,0.3,50.9997,0,True
Chlordane,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,-6.86,409.782,5.6828,0.0,0,0,0,3,18,0,3,8,0.8,81.216,1,True
Dimethyldisulfide,CSSC,-1.44,94.204,1.6274,0.0,0,2,1,0,4,0,0,2,1.0,27.03,0,True
Benzamide,NC(=O)c1ccccc1,-0.96,121.139,0.7855,43.09,1,1,1,1,9,1,0,2,0.0,34.9599,0,True
o-Chlorobromobenzene,Clc1ccccc1Br,-3.19,191.455,3.1025,0.0,0,0,0,1,8,1,0,2,0.0,39.152,0,True
Monotropitoside,COC(=O)c1ccccc1OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O,-0.742,446.405,-2.8848,184.6,6,12,6,3,31,1,2,12,0.6316,98.8033,2,False
3-Heptanol ,CCCCC(O)CC,-1.47,116.204,1.9475,20.23,1,1,4,0,8,0,0,1,1.0,35.8228,0,True
RTI 15,CCN1c2ncccc2C(=O)Nc2c(C)cc(C)nc21,-4.553999999999999,268.32,2.8171,58.12,1,4,1,3,20,2,1,5,0.2667,78.5812,0,True
"3,5-Dichlorophenol",Oc1cc(Cl)cc(Cl)c1,-1.34,163.003,2.699,20.23,1,1,0,1,9,1,0,3,0.0,38.1268,0,True
1-Methylphenanthrene,Cc1cccc2c1ccc1ccccc12,-5.85,192.261,4.3014,0.0,0,0,0,3,15,3,0,0,0.0667,66.191,0,True
2-Ethyl-1-hexanol,CCCCC(CC)CO,-2.11,130.231,2.1951,20.23,1,1,5,0,9,0,0,1,1.0,40.3918,0,True
Diallate,CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C,-4.2860000000000005,270.225,4.2774,20.31,0,2,4,0,15,0,0,5,0.7,69.754,0,True
Toluene ,Cc1ccccc1,-2.21,92.141,1.995,0.0,0,0,0,1,7,1,0,0,0.1429,31.179,0,True
Nitrapyrin,Clc1cccc(C(Cl)(Cl)Cl)n1,-3.76,230.909,3.5617,12.89,0,1,0,1,11,1,0,5,0.1667,48.484,0,True
Cycloheptene,C1=CCCCCC1,-3.18,96.173,2.5067,0.0,0,0,0,1,7,0,1,0,0.7143,32.225,0,True
Thiram,CN(C)C(=S)SSC(=S)N(C)C,-3.9,240.444,2.0608,6.48,0,4,0,0,12,0,0,6,0.6667,67.752,0,True
Griseofulvin,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,-3.2460000000000004,352.77,2.8103,71.06,0,6,3,3,24,1,2,7,0.4118,86.1255,0,True
1-Decanol,CCCCCCCCCCO,-3.63,158.285,3.1194,20.23,1,1,8,0,11,0,0,1,1.0,49.6958,0,True
"3,3-Dimethylpentane",CCC(C)(C)CC,-4.23,100.205,2.8326,0.0,0,0,2,0,7,0,0,0,1.0,34.363,0,True
vamidothion,CNC(=O)C(C)SCCSP(=O)(OC)OC,1.144,287.343,1.9882,64.63,1,6,8,0,16,0,0,8,0.875,70.0692,0,True
"2,3,4,5-Tetrachlorophenol",Oc1cc(Cl)c(Cl)c(Cl)c1Cl,-3.15,231.893,4.0058,20.23,1,1,0,1,11,1,0,5,0.0,48.1468,0,True
Butyraldehyde,CCCC=O,-0.01,72.107,0.9854,17.07,0,1,2,0,5,0,0,1,0.75,20.972,0,True
dexamethasone acetate,CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.9,434.504,2.4665,100.9,2,6,3,4,31,0,4,7,0.7083,109.4916,0,True
Butane,CCCC,-2.57,58.124,1.8064,0.0,0,0,1,0,4,0,0,0,1.0,20.582,0,True
o-Methoxyphenol,COc1ccccc1O,-1.96,124.139,1.4008,29.46,1,2,1,1,9,1,0,2,0.1429,34.6588,0,True
Fluoromethalone,CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.099,376.468,2.9233,74.6,2,4,1,4,27,0,4,5,0.7273,98.5326,0,True
Pentachloroethane,ClC(Cl)C(Cl)(Cl)Cl,-2.6,202.295,3.1603,0.0,0,0,0,0,7,0,0,5,1.0,35.784,0,True
Diethyl phthalate ,CCOC(=O)c1ccccc1C(=O)OCC,-2.35,222.24,2.04,52.6,0,4,4,1,16,1,0,4,0.3333,58.355,0,True
2-Methylpropan-1-ol,CC(C)CO,0.1,74.123,0.6347,20.23,1,1,1,0,5,0,0,1,1.0,21.9238,0,True
Isobutylbenzene,CC(C)Cc1ccccc1,-4.12,134.222,2.8851,0.0,0,0,2,1,10,1,0,0,0.4,44.984,0,True
Diiodomethane,ICI,-2.34,267.835,1.8139,0.0,0,0,0,0,3,0,0,2,1.0,32.907,0,True
4-Heptanol,CCCC(O)CCC,-1.4,116.204,1.9475,20.23,1,1,4,0,8,0,0,1,1.0,35.8228,0,True
Pentyl acetate,CCCCCOC(C)=O,-1.89,130.187,1.7397,26.3,0,2,4,0,9,0,0,2,0.8571,36.158,0,True
"2,3,5,6-Tetrachlorophenol",Oc1c(Cl)c(Cl)cc(Cl)c1Cl,-3.37,231.893,4.0058,20.23,1,1,0,1,11,1,0,5,0.0,48.1468,0,True
Propylbenzene ,CCCc1ccccc1,-3.37,120.195,2.6391,0.0,0,0,2,1,9,1,0,0,0.3333,40.437,0,True
"1,2-Dichlorotetrafluoroethane",FC(F)(Cl)C(F)(F)Cl,-2.74,170.92,2.6496,0.0,0,0,1,0,8,0,0,6,1.0,21.6,0,True
2-butenal,CC=CC=O,0.32,70.091,0.7614,17.07,0,1,1,0,5,0,0,1,0.25,20.878,0,True
tetramethylurea,CN(C)C(=O)N(C)C,0.94,116.164,0.2296,23.55,0,1,0,0,8,0,0,3,0.8,32.77,0,True
"1,2,4,5-Tetramethylbenzene",Cc1cc(C)c(C)cc1C,-4.59,134.222,2.9203,0.0,0,0,0,1,10,1,0,0,0.4,45.39,0,True
norethindrone acetate,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,-4.8,340.463,4.0633,43.37,0,3,1,4,25,0,4,3,0.7273,95.423,0,True
Ditalimfos,CCOP(=S)(OCC)N1C(=O)c2ccccc2C1=O,-3.35,299.288,2.5801,55.84,0,5,5,2,19,1,1,7,0.3333,74.479,0,True
salicylanilide,O=C(Nc1ccccc1)c1ccccc1O,-3.59,213.236,2.6445,49.33,2,2,2,2,16,2,0,3,0.0,62.502,0,True
Sulfallate,C=C(Cl)CSC(=S)N(CC)CC,-3.39,223.794,3.0988,3.24,0,2,4,0,12,0,0,4,0.625,62.97,0,True
Chloroethane,CCCl,-1.06,64.515,1.2451,0.0,0,0,0,0,3,0,0,1,1.0,16.394,0,True
Mefluidide,CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,-3.24,310.297,2.5233,75.27,2,3,3,1,20,1,0,9,0.3636,68.8172,0,True
Piperine,O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,-3.46,285.343,2.9972,38.77,0,3,3,3,21,1,2,4,0.3529,81.17,0,True
cis-2-Pentene,C/C=C\CC,-2.54,70.135,1.9725,0.0,0,0,1,0,5,0,0,0,0.6,25.105,0,True
thiofanox,CNC(=O)ON=C(CSC)C(C)(C)C,-1.62,218.322,2.1075,50.69,1,4,3,0,14,0,0,5,0.7778,60.8127,0,True
Cyclooctyl-5-spirobarbituric acid,O=C1NC(=O)C2(CCCCCCC2)C(=O)N1,-2.982,224.26,1.0831,75.27,2,3,0,2,16,0,2,5,0.7273,56.4334,0,True
butacarb,CNC(=O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1,-4.24,263.381,3.9998,38.33,1,2,1,1,19,1,0,3,0.5625,78.9257,0,True
Eriodictyol,O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,-3.62,288.255,2.2155,107.22,4,6,1,3,21,2,1,6,0.1333,71.8597,0,True
Benzophenone,O=C(c1ccccc1)c1ccccc1,-3.12,182.222,2.9176,17.07,0,1,2,2,14,2,0,1,0.0,56.3165,0,True
Eicosane,CCCCCCCCCCCCCCCCCCCC,-8.172,282.556,8.048,0.0,0,0,17,0,20,0,0,0,1.0,94.454,1,True
hydrazobenzene,c1ccc(NNc2ccccc2)cc1,-2.92,184.242,3.1256,24.06,2,2,3,2,14,2,0,2,0.0,60.1294,0,True
2-Ethyl-1-butanol,CCC(CC)CO,-1.17,102.177,1.4149,20.23,1,1,3,0,7,0,0,1,1.0,31.1578,0,True
4-hydroxypyridine,Oc1ccncc1,1.02,95.101,0.7872,33.12,1,2,0,1,7,1,0,2,0.0,25.9018,0,True
"cis 1,2-Dichloroethylene",Cl/C=C\Cl,-1.3,96.944,1.9352,0.0,0,0,0,0,4,0,0,2,0.0,20.846,0,True
Methylcyclopentane,CC1CCCC1,-3.3,84.162,2.1965,0.0,0,0,0,1,6,0,1,0,1.0,27.632,0,True
4-Methyl-2-pentanol,CC(C)CC(C)O,-0.8,102.177,1.4133,20.23,1,1,2,0,7,0,0,1,1.0,31.1358,0,True
RTI 11,Cc1ccc2c(c1)C(=O)N(C)c1cc(N)ccc1O2,-3.928,254.289,2.9595,55.56,1,3,0,3,19,2,1,4,0.1333,74.8409,0,True
"2,2-Dimethylpropanol",CC(C)(C)CO,-0.4,88.15,1.0248,20.23,1,1,0,0,6,0,0,1,1.0,26.5408,0,True
Triadimefon,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,-3.61,293.754,3.1243,57.01,0,4,4,2,20,2,0,6,0.3571,75.601,0,True
Isocarboxazid,Cc1cc(C(=O)NNCc2ccccc2)no1,-2.461,231.255,1.4176,67.16,2,4,4,2,17,2,0,5,0.1667,61.9879,0,True
Propylene,C=CC,-1.08,42.081,1.1923,0.0,0,0,0,0,3,0,0,0,0.3333,15.871,0,True
Dichlorophen,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,-3.953,269.127,3.9954,40.46,2,2,2,2,17,2,0,4,0.0769,69.0396,0,True
Desmedipham,CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1,-4.632,300.314,3.8659,76.66,2,4,4,2,22,2,0,6,0.125,83.1754,0,True
Anthraquinone,O=C1c2ccccc2C(=O)c2ccccc21,-5.19,208.216,2.462,34.14,0,2,0,3,16,2,1,2,0.0,59.749,0,True
2-Octanol,CCCCCCC(C)O,-2.09,130.231,2.3376,20.23,1,1,5,0,9,0,0,1,1.0,40.4398,0,True
Oxycarboxin,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,-2.281,267.306,1.3016,72.47,1,4,2,2,18,1,1,6,0.25,67.5105,0,True
Butylbenzene,CCCCc1ccccc1,-4.06,134.222,3.0292,0.0,0,0,3,1,10,1,0,0,0.4,45.054,0,True
parabanic acid,O=C1NC(=O)C(=O)N1,-0.4,114.06,-1.6476,75.27,2,3,0,1,8,0,1,5,0.0,21.6814,0,True
Abate,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,-6.237,466.479,5.63,55.38,0,9,10,2,27,2,0,11,0.25,114.869,1,True
Chlorthalidone,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,-3.451,338.772,0.9242,109.49,3,4,2,3,22,2,1,8,0.0714,79.7322,0,True
Isobutyl acetate,CC(=O)OCC(C)C,-1.21,116.16,1.2055,26.3,0,2,2,0,8,0,0,2,0.8333,31.471,0,True
"2,2,3-Trimethylbutane",CC(C)C(C)(C)C,-4.36,100.205,2.6885,0.0,0,0,0,0,7,0,0,0,1.0,34.293,0,True
"2,3,3',4,4'6-PCB",Clc1ccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,-7.66,395.327,7.9274,0.0,0,0,1,2,19,2,0,7,0.0,86.948,1,True
Phthalonitrile,N#Cc1ccccc1C#N,-2.38,128.134,1.43,47.58,0,2,0,1,10,1,0,2,0.0,35.872,0,True
m-Nitrotoluene,Cc1cccc([N+](=O)[O-])c1,-2.44,137.138,1.9032,43.14,0,2,1,1,10,1,0,3,0.1429,37.8334,0,True
halothane,FC(F)(F)C(Cl)Br,-1.71,197.381,2.5085,0.0,0,0,0,0,7,0,0,5,1.0,24.623,0,True
Oxamyl,CNC(=O)ON=C(SC)C(=O)N(C)C,0.106,219.266,0.1071,71.0,1,5,1,0,14,0,0,7,0.5714,55.1847,0,True
Thiometon,CCSCCSP(=S)(OC)OC,-3.091,246.359,2.99,18.46,0,5,7,0,12,0,0,6,1.0,63.76,0,True
2-Methylbutane,CCC(C)C,-3.18,72.151,2.0524,0.0,0,0,1,0,5,0,0,0,1.0,25.129,0,True
Stirofos,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,-4.522,365.964,5.6015,44.76,0,4,5,1,19,1,0,9,0.2,78.0115,1,True
